Time_min,T_in_leche,F_flow,T_servicio,t_ciclo,Delta_P,E_consumo,T_out_leche,Is_Cleaning
133880,3.08,4720.25,80.8,235,0.564,414.83,72.66,0
133885,3.49,4567.9,80.32,240,0.499,406.04,72.58,0
133890,3.73,4219.72,79.73,245,0.413,379.06,72.65,0
133895,3.11,4729.53,80.88,250,0.544,418.86,72.5,0
133900,3.9,5342.18,82.75,255,0.713,479.0,72.61,0
133905,4.02,5110.91,81.99,260,0.63,448.21,72.62,0
133910,3.58,5128.96,82.13,265,0.635,448.63,72.53,0
133915,3.34,5103.72,82.1,270,0.637,453.63,72.65,0
133920,3.67,3893.86,78.95,275,0.349,339.25,72.42,0
133925,3.78,4098.84,79.43,280,0.406,365.97,72.52,0
133930,3.73,5102.27,82.1,285,0.668,452.32,72.62,0
133935,3.29,4944.09,81.67,290,0.589,436.34,72.62,0
133940,3.62,5236.39,82.6,295,0.681,474.51,72.61,0
133945,4.08,4715.85,80.9,300,0.599,412.95,72.64,0
133950,3.49,4917.87,81.62,305,0.649,423.21,72.59,0
133955,3.67,5180.39,82.46,310,0.696,462.04,72.71,0
133960,3.56,5141.47,82.37,315,0.672,446.5,72.58,0
133965,3.56,5394.26,83.23,320,0.71,488.83,72.58,0
133970,4.04,5271.45,82.76,325,0.712,477.04,72.65,0
133975,3.7,4081.62,79.67,330,0.425,353.54,72.59,0
133980,3.79,4650.45,80.85,335,0.561,408.4,72.65,0
133985,3.55,4558.07,80.62,340,0.564,410.34,72.59,0
133990,3.78,4981.02,81.93,345,0.606,422.22,72.63,0
133995,3.86,4891.93,81.65,350,0.64,425.58,72.68,0
134000,3.71,4570.52,80.69,355,0.52,395.99,72.62,0
134005,3.73,4165.05,79.9,360,0.474,371.38,72.61,0
134010,3.32,5328.97,83.23,365,0.729,488.36,72.61,0
134015,3.49,4960.38,81.99,370,0.637,435.85,72.55,0
134020,3.79,5117.53,82.48,375,0.664,449.64,72.58,0
134025,3.15,4653.19,81.09,380,0.562,416.92,72.68,0
134030,3.81,4476.36,80.52,385,0.551,385.65,72.59,0
134035,3.85,4594.25,80.86,390,0.556,403.96,72.65,0
134040,3.78,5085.32,82.45,395,0.724,445.92,72.58,0
134045,3.33,4647.58,80.92,400,0.605,410.85,72.34,0
134050,3.58,4601.66,80.97,405,0.574,408.57,72.57,0
134055,4.32,4941.04,81.96,410,0.64,430.57,72.57,0
134060,3.85,4964.37,82.11,415,0.705,427.81,72.69,0
134065,3.54,4883.69,81.91,420,0.635,421.55,72.59,0
134070,3.43,5228.83,83.1,425,0.749,462.2,72.65,0
134075,3.18,4986.04,82.34,430,0.666,442.66,72.62,0
134080,3.86,5387.99,83.62,435,0.791,485.73,72.6,0
134085,3.39,5178.73,82.99,440,0.747,461.59,72.68,0
134090,3.22,5204.78,83.12,445,0.761,477.47,72.58,0
134095,3.28,5390.39,83.78,450,0.81,492.49,72.59,0
134100,3.61,4519.76,80.84,455,0.577,401.55,72.65,0
134105,3.26,4952.54,82.32,460,0.694,438.5,72.63,0
134110,3.62,5224.58,83.21,465,0.764,467.43,72.57,0
134115,4.12,4917.24,82.12,470,0.663,439.39,72.63,0
134120,3.78,5175.76,83.05,475,0.756,455.24,72.63,0
134125,3.45,5245.79,83.36,480,0.759,461.75,72.58,0
134130,3.8,4691.48,81.49,485,0.609,415.31,72.57,0
134135,3.25,5345.82,83.78,490,0.825,483.62,72.56,0
134140,4.0,5284.59,83.47,495,0.778,467.26,72.58,0
134145,3.32,4883.24,82.23,500,0.67,431.23,72.58,0
134150,3.44,4429.85,80.87,505,0.544,396.41,72.65,0
134155,3.46,5238.86,83.46,510,0.768,468.87,72.67,0
134160,3.28,4788.32,81.98,515,0.636,426.71,72.54,0
134165,4.23,5166.88,83.13,520,0.752,453.77,72.64,0
134170,3.84,5293.38,83.64,525,0.784,481.49,72.53,0
134175,3.56,5080.3,82.97,530,0.729,446.98,72.66,0
134180,3.79,4366.69,80.81,535,0.564,387.22,72.57,0
134185,3.68,4538.3,81.21,540,0.601,402.08,72.66,0
134190,3.52,4295.73,80.74,545,0.568,388.39,72.63,0
134195,3.53,4756.32,79.99,0,0.486,410.72,72.56,1
134200,3.27,4475.04,79.27,5,0.422,387.95,72.59,0
134205,3.16,4932.22,80.55,10,0.496,424.76,72.59,0
134210,3.96,4959.97,80.56,15,0.525,425.55,72.56,0
134215,3.93,4740.45,79.95,20,0.499,413.64,72.58,0
134220,4.07,5316.89,81.66,25,0.597,472.75,72.57,0
134225,3.84,5303.57,81.66,30,0.598,469.28,72.58,0
134230,3.9,5253.23,81.51,35,0.603,460.37,72.71,0
134235,4.43,3925.48,78.38,40,0.32,351.18,72.6,0
134240,3.12,4614.25,79.68,45,0.438,399.32,72.48,0
134245,4.18,4843.83,80.31,50,0.508,416.44,72.52,0
134250,3.46,4356.09,79.32,55,0.401,390.86,72.68,0
134255,3.65,4596.1,79.7,60,0.475,399.93,72.63,0
134260,3.34,5375.8,82.08,65,0.638,489.16,72.6,0
134265,3.57,5118.85,81.27,70,0.57,446.35,72.64,0
134270,3.47,5000.59,80.94,75,0.539,435.98,72.68,0
134275,3.49,4613.13,79.82,80,0.488,396.97,72.59,0
134280,3.83,4629.52,79.85,85,0.458,399.85,72.65,0
134285,4.2,5018.54,80.95,90,0.542,437.17,72.56,0
134290,3.76,5327.81,81.98,95,0.659,465.28,72.6,0
134295,3.42,5347.37,82.11,100,0.645,474.8,72.57,0
134300,3.55,4861.06,80.61,105,0.538,413.54,72.66,0
134305,3.32,4921.19,80.83,110,0.506,427.03,72.57,0
134310,3.68,4732.46,80.25,115,0.458,404.6,72.58,0
134315,3.96,4987.01,80.99,120,0.534,428.41,72.54,0
134320,3.67,4932.07,80.87,125,0.572,421.32,72.69,0
134325,3.98,5014.64,81.1,130,0.553,434.2,72.62,0
134330,3.26,4880.6,80.81,135,0.538,422.69,72.62,0
134335,3.9,4916.63,80.85,140,0.54,426.69,72.59,0
134340,3.82,4479.2,79.37,145,0.483,398.84,72.37,0
134345,3.42,4534.01,79.83,150,0.445,396.65,72.59,0
134350,3.53,5111.08,81.54,155,0.59,452.44,72.55,0
134355,3.65,4580.73,79.97,160,0.485,391.59,72.57,0
134360,3.32,4392.69,79.62,165,0.451,392.04,72.54,0
134365,3.31,5081.69,81.54,170,0.619,436.58,72.56,0
134370,2.89,4178.56,79.35,175,0.391,371.52,72.65,0
134375,3.47,5153.06,81.78,180,0.608,449.92,72.66,0
134380,3.66,4410.04,79.68,185,0.483,384.5,72.65,0
134385,3.7,4939.21,81.12,190,0.549,421.31,72.57,0
134390,3.62,4884.51,80.98,195,0.569,428.73,72.59,0
134395,3.38,5393.53,82.64,200,0.675,487.66,72.57,0
134400,3.94,5333.32,82.38,205,0.663,473.18,72.56,0
134405,3.61,4198.89,79.35,210,0.408,361.07,72.39,0
134410,4.09,4670.77,80.36,215,0.499,403.72,72.6,0
134415,3.71,5073.79,81.64,220,0.645,436.61,72.62,0
134420,3.86,4462.47,79.86,225,0.504,386.56,72.68,0
134425,3.2,4448.06,79.92,230,0.473,388.71,72.59,0
134430,3.23,4049.49,79.74,235,0.362,360.0,73.02,0
134435,3.96,4640.14,80.37,240,0.5,398.04,72.63,0
134440,3.87,4838.49,80.98,245,0.562,406.2,72.54,0
134445,4.04,4623.96,80.34,250,0.531,404.69,72.57,0
134450,3.88,5204.68,82.16,255,0.654,447.5,72.67,0
134455,4.03,5475.49,83.04,260,0.745,500.14,72.64,0
134460,3.95,4975.95,81.46,265,0.639,431.24,72.6,0
134465,3.67,4509.61,80.11,270,0.48,395.53,72.57,0
134470,4.21,4978.16,81.47,275,0.615,429.85,72.65,0
134475,3.86,5468.29,83.12,280,0.753,502.64,72.54,0
134480,3.76,5343.38,82.73,285,0.72,465.61,72.67,0
134485,3.44,4328.94,79.84,290,0.48,372.76,72.55,0
134490,3.3,4764.13,81.04,295,0.578,414.47,72.69,0
134495,3.63,5268.88,82.56,300,0.676,454.92,72.56,0
134500,3.54,5212.62,82.41,305,0.7,449.56,72.57,0
134505,3.64,5008.61,81.76,310,0.611,434.88,72.55,0
134510,3.85,4815.49,81.15,315,0.563,414.39,72.57,0
134515,3.11,5274.14,82.73,320,0.73,476.38,72.6,0
134520,3.97,4924.67,81.5,325,0.617,419.11,72.66,0
134525,3.61,4953.5,81.66,330,0.579,427.77,72.62,0
134530,3.58,5289.7,82.77,335,0.711,466.62,72.57,0
134535,3.87,5001.89,81.81,340,0.654,434.03,72.57,0
134540,3.03,5012.85,81.97,345,0.681,445.0,72.53,0
134545,3.39,5114.23,82.27,350,0.703,442.38,72.62,0
134550,4.31,5318.19,82.83,355,0.74,468.6,72.66,0
134555,3.25,5146.77,82.44,360,0.688,444.47,72.53,0
134560,3.05,4924.04,81.76,365,0.604,435.27,72.57,0
134565,3.74,4209.05,80.21,370,0.48,372.66,72.9,0
134570,3.85,5495.71,83.58,375,0.797,498.99,72.56,0
134575,3.6,4827.79,81.44,380,0.602,421.2,72.62,0
134580,3.32,4811.23,81.44,385,0.635,420.49,72.51,0
134585,4.17,5345.71,83.08,390,0.745,465.9,72.64,0
134590,2.92,4447.84,80.48,395,0.522,391.76,72.57,0
134595,3.32,5280.53,83.02,400,0.749,463.67,72.63,0
134600,3.66,5342.03,83.2,405,0.787,467.22,72.6,0
134605,2.87,4535.8,80.5,410,0.587,400.56,72.42,0
134610,3.95,4992.25,82.04,415,0.663,428.24,72.59,0
134615,3.56,5363.7,83.34,420,0.742,476.82,72.72,0
134620,3.65,4257.48,80.2,425,0.482,376.36,72.66,0
134625,3.99,4677.47,81.09,430,0.612,398.71,72.56,0
134630,2.9,4527.02,80.78,435,0.548,404.88,72.61,0
134635,3.34,4802.53,81.6,440,0.63,419.69,72.59,0
134640,4.19,4443.83,80.34,445,0.545,384.7,72.43,0
134645,3.93,5345.82,83.34,450,0.819,469.53,72.67,0
134650,3.97,4298.43,80.7,455,0.514,368.7,72.93,0
134655,3.77,4850.79,81.77,460,0.613,424.51,72.67,0
134660,3.46,5475.22,83.92,465,0.824,498.85,72.61,0
134665,3.78,4712.24,81.36,470,0.606,411.74,72.63,0
134670,3.78,5163.31,82.84,475,0.73,446.13,72.56,0
134675,4.15,5146.68,82.75,480,0.766,433.3,72.55,0
134680,3.4,4582.82,81.06,485,0.552,393.08,72.62,0
134685,3.69,4649.41,81.11,490,0.611,394.78,72.44,0
134690,3.25,5323.03,83.54,495,0.797,475.32,72.62,0
134695,3.79,4554.14,80.86,500,0.592,389.72,72.52,0
134700,3.29,4931.88,82.25,505,0.691,428.3,72.63,0
134705,3.8,5405.36,83.8,510,0.827,492.8,72.51,0
134710,3.79,4791.18,81.77,515,0.623,414.73,72.59,0
134715,3.79,5344.09,83.63,520,0.801,467.95,72.5,0
134720,2.95,5225.78,83.37,525,0.744,464.14,72.6,0
134725,3.18,4139.36,80.31,530,0.478,353.59,72.59,0
134730,3.66,4511.36,80.73,535,0.562,386.12,72.39,0
134735,3.23,5163.36,83.17,540,0.759,445.48,72.6,0
134740,3.51,5046.97,82.75,545,0.729,439.56,72.61,0
134745,4.19,5066.7,80.99,0,0.527,454.38,72.57,1
134750,3.32,4198.29,78.99,5,0.384,367.65,72.58,0
134755,3.53,4648.52,79.86,10,0.448,407.58,72.58,0
134760,3.04,5134.01,81.38,15,0.549,454.06,72.62,0
134765,3.61,5354.13,82.01,20,0.632,489.72,72.66,0
134770,3.39,5459.2,82.4,25,0.648,504.41,72.72,0
134775,3.57,5182.41,81.51,30,0.578,459.72,72.65,0
134780,3.28,5374.16,82.18,35,0.629,493.77,72.73,0
134785,3.91,4564.5,79.4,40,0.446,394.29,72.42,0
134790,3.87,5201.3,81.58,45,0.61,461.6,72.57,0
134795,3.48,5177.23,81.58,50,0.583,454.43,72.52,0
134800,3.35,5183.11,81.63,55,0.596,460.6,72.66,0
134805,3.91,4493.59,79.22,60,0.469,389.99,72.26,0
134810,3.21,3986.96,78.63,65,0.333,354.73,72.37,0
134815,3.72,5461.98,82.54,70,0.658,503.48,72.64,0
134820,3.62,4593.6,79.9,75,0.478,398.59,72.56,0
134825,3.2,5075.18,81.4,80,0.56,456.97,72.65,0
134830,3.49,5171.32,81.68,85,0.583,457.57,72.61,0
134835,4.18,5404.45,82.36,90,0.666,489.29,72.67,0
134840,3.41,4573.38,79.92,95,0.46,413.42,72.61,0
134845,3.41,4703.59,80.32,100,0.479,413.75,72.63,0
134850,4.06,5194.54,81.75,105,0.577,449.38,72.58,0
134855,4.05,4921.18,80.93,110,0.578,426.79,72.54,0
134860,3.38,5055.5,81.44,115,0.596,447.82,72.56,0
134865,3.55,5166.28,81.79,120,0.603,458.59,72.57,0
134870,3.77,4675.04,80.28,125,0.517,400.6,72.58,0
134875,3.54,4889.17,80.96,130,0.558,425.98,72.6,0
134880,3.42,5303.6,82.3,135,0.652,478.51,72.52,0
134885,3.8,5357.32,82.44,140,0.631,489.65,72.62,0
134890,3.72,4746.56,80.56,145,0.522,424.26,72.6,0
134895,3.64,4783.82,80.7,150,0.53,419.78,72.55,0
134900,3.82,4574.88,80.08,155,0.548,402.04,72.54,0
134905,4.25,5132.22,81.73,160,0.59,450.65,72.58,0
134910,3.73,5159.7,81.91,165,0.628,454.32,72.6,0
134915,3.95,4908.96,81.11,170,0.563,428.99,72.6,0
134920,3.67,5278.01,82.34,175,0.65,468.38,72.63,0
134925,3.9,4842.94,80.95,180,0.553,427.51,72.59,0
134930,3.74,4849.3,81.01,185,0.547,432.7,72.53,0
134935,3.05,4878.66,81.2,190,0.585,432.97,72.49,0
134940,3.36,5325.95,82.62,195,0.721,486.08,72.59,0
134945,3.41,5046.75,81.72,200,0.585,442.03,72.68,0
134950,3.48,4894.82,81.25,205,0.578,437.63,72.61,0
134955,3.61,5430.34,82.99,210,0.69,491.56,72.68,0
134960,3.2,4992.76,81.63,215,0.601,444.33,72.5,0
134965,3.82,4369.59,79.86,220,0.448,381.1,72.65,0
134970,3.67,5274.2,82.52,225,0.655,466.45,72.59,0
134975,4.05,4962.58,81.48,230,0.606,435.65,72.54,0
134980,3.55,4513.07,80.01,235,0.488,407.33,72.32,0
134985,2.88,5003.69,81.8,240,0.603,449.82,72.66,0
134990,3.0,4769.63,81.07,245,0.534,427.25,72.56,0
134995,4.01,4954.13,81.53,250,0.636,433.41,72.63,0
135000,3.33,5240.65,82.57,255,0.684,470.66,72.57,0
135005,3.7,4793.57,81.1,260,0.598,430.28,72.65,0
135010,4.25,5322.45,82.74,265,0.671,471.0,72.64,0
135015,3.62,4747.72,81.01,270,0.579,422.07,72.61,0
135020,3.72,4493.43,80.25,275,0.472,398.66,72.66,0
135025,3.53,5156.12,82.35,280,0.697,466.93,72.63,0
135030,3.32,5008.87,81.92,285,0.633,445.16,72.51,0
135035,3.95,5223.28,82.55,290,0.684,477.06,72.61,0
135040,3.71,5193.68,82.51,295,0.693,458.53,72.61,0
135045,3.55,4796.88,81.27,300,0.586,423.14,72.64,0
135050,3.47,5244.41,82.75,305,0.713,463.59,72.56,0
135055,4.29,4743.94,81.05,310,0.564,418.81,72.62,0
135060,4.02,4301.07,79.89,315,0.476,386.77,72.41,0
135065,3.83,3755.94,79.52,320,0.367,332.76,72.99,0
135070,3.58,4869.57,81.59,325,0.581,430.11,72.56,0
135075,3.62,4651.08,80.92,330,0.559,409.53,72.58,0
135080,3.66,5207.63,82.72,335,0.716,465.93,72.65,0
135085,3.41,4397.02,80.34,340,0.493,386.07,72.52,0
135090,3.31,4881.86,81.73,345,0.604,434.78,72.55,0
135095,3.62,4732.08,81.24,350,0.597,413.72,72.63,0
135100,3.73,5214.81,82.81,355,0.74,467.39,72.57,0
135105,3.69,4709.03,81.19,360,0.597,425.85,72.55,0
135110,3.27,4699.31,81.23,365,0.603,415.24,72.57,0
135115,3.41,5228.14,82.96,370,0.732,465.95,72.68,0
135120,4.02,5153.78,82.63,375,0.693,449.59,72.61,0
135125,3.44,5314.05,83.28,380,0.749,484.63,72.57,0
135130,4.03,5341.27,83.3,385,0.725,485.32,72.55,0
135135,3.17,5036.96,82.42,390,0.685,446.27,72.7,0
135140,3.54,5185.24,82.88,395,0.73,455.91,72.54,0
135145,3.67,5186.08,82.89,400,0.699,459.0,72.64,0
135150,3.55,4994.62,82.28,405,0.683,439.98,72.58,0
135155,3.9,5051.73,82.44,410,0.727,443.27,72.69,0
135160,3.79,5102.14,82.64,415,0.698,444.77,72.61,0
135165,3.42,4874.75,81.96,420,0.677,429.39,72.54,0
135170,3.56,4751.2,81.56,425,0.579,421.93,72.54,0
135175,3.52,5263.35,83.29,430,0.761,469.37,72.61,0
135180,3.37,5222.32,83.19,435,0.736,467.31,72.59,0
135185,3.3,4750.76,81.65,440,0.626,422.0,72.52,0
135190,3.69,4383.57,80.59,445,0.51,387.01,72.67,0
135195,3.16,5479.77,84.19,450,0.827,506.2,72.58,0
135200,3.66,4665.62,81.38,455,0.539,410.75,72.55,0
135205,3.46,4537.35,81.05,460,0.586,404.35,72.73,0
135210,3.49,5083.14,82.81,465,0.747,449.48,72.61,0
135215,3.56,5096.42,82.86,470,0.757,453.29,72.53,0
135220,3.14,4667.24,81.53,475,0.619,420.55,72.59,0
135225,3.56,5051.56,82.75,480,0.694,454.29,72.58,0
135230,3.98,5052.17,82.71,485,0.696,443.59,72.55,0
135235,4.07,4726.83,81.32,490,0.604,410.52,72.3,0
135240,3.42,5027.56,82.75,495,0.739,436.92,72.66,0
135245,3.27,4681.19,81.64,500,0.6,413.72,72.58,0
135250,3.5,4314.68,80.71,505,0.505,388.89,72.59,0
135255,3.36,4792.11,82.03,510,0.666,429.19,72.64,0
135260,3.6,4530.88,81.1,515,0.577,398.53,72.47,0
135265,3.6,4324.1,80.77,520,0.556,381.23,72.7,0
135270,3.37,4611.06,81.25,525,0.626,402.7,72.35,0
135275,3.86,4849.05,82.22,530,0.649,415.41,72.62,0
135280,3.04,4567.62,81.44,535,0.629,409.18,72.54,0
135285,3.65,4883.2,82.41,540,0.69,436.9,72.66,0
135290,3.93,5100.73,83.12,545,0.76,452.81,72.59,0
135295,4.12,5011.12,80.58,0,0.502,424.06,72.6,1
135300,3.76,4500.72,79.19,5,0.425,387.48,72.51,0
135305,3.45,5021.34,80.71,10,0.546,440.95,72.62,0
135310,3.86,5001.24,80.61,15,0.558,430.93,72.64,0
135315,3.81,5250.14,81.38,20,0.56,452.74,72.61,0
135320,3.28,4880.52,80.37,25,0.521,423.7,72.5,0
135325,3.91,4928.13,80.45,30,0.548,415.91,72.62,0
135330,3.57,4749.5,79.99,35,0.496,412.81,72.66,0
135335,4.03,4483.88,79.25,40,0.463,390.44,72.59,0
135340,3.7,5417.85,82.01,45,0.623,487.65,72.67,0
135345,3.15,4695.85,79.94,50,0.498,398.38,72.59,0
135350,3.65,5114.44,81.11,55,0.592,445.46,72.62,0
135355,3.32,4930.63,80.62,60,0.553,431.82,72.63,0
135360,3.37,4730.03,80.05,65,0.483,405.48,72.62,0
135365,3.93,5275.51,81.62,70,0.618,461.47,72.6,0
135370,3.62,5128.74,81.23,75,0.51,441.33,72.66,0
135375,3.68,4796.32,80.26,80,0.481,406.43,72.54,0
135380,4.16,4681.17,79.89,85,0.502,386.81,72.58,0
135385,3.56,5258.94,81.69,90,0.597,452.4,72.56,0
135390,3.58,4881.02,80.56,95,0.537,416.17,72.53,0
135395,4.12,4249.49,79.16,100,0.42,362.12,72.68,0
135400,3.26,4904.09,80.7,105,0.559,421.76,72.65,0
135405,3.51,5323.0,81.97,110,0.616,463.52,72.59,0
135410,3.74,4768.29,80.28,115,0.532,398.64,72.6,0
135415,3.55,4802.24,80.41,120,0.515,411.82,72.5,0
135420,3.89,5043.56,81.1,125,0.596,423.6,72.53,0
135425,3.35,5159.28,81.54,130,0.626,446.05,72.64,0
135430,3.55,4880.23,80.69,135,0.548,416.71,72.59,0
135435,3.14,4768.01,80.43,140,0.513,415.05,72.59,0
135440,3.78,4435.91,80.14,145,0.49,374.37,73.2,0
135445,3.63,4376.51,79.45,150,0.484,371.88,72.57,0
135450,3.62,4678.85,80.17,155,0.514,396.69,72.53,0
135455,4.13,4772.7,80.4,160,0.543,401.21,72.54,0
135460,3.89,5487.18,82.64,165,0.714,504.44,72.57,0
135465,3.39,4841.63,80.72,170,0.549,413.42,72.54,0
135470,3.64,4985.64,81.14,175,0.58,428.11,72.57,0
135475,4.02,5100.57,81.46,180,0.596,433.19,72.62,0
135480,3.6,5128.97,81.61,185,0.652,437.44,72.66,0
135485,2.79,4807.45,80.75,190,0.562,417.72,72.6,0
135490,3.14,5200.36,81.94,195,0.667,451.01,72.52,0
135495,2.78,4959.83,81.25,200,0.557,423.95,72.61,0
135500,3.7,4864.21,80.86,205,0.572,418.56,72.61,0
135505,3.6,5320.68,82.31,210,0.681,462.87,72.52,0
135510,3.83,4806.13,80.71,215,0.53,414.63,72.58,0
135515,4.06,4396.0,79.65,220,0.444,380.44,72.6,0
135520,3.06,4668.89,80.37,225,0.522,410.45,72.56,0
135525,3.4,4718.25,80.55,230,0.548,412.89,72.63,0
135530,3.92,4768.11,80.66,235,0.5,409.67,72.55,0
135535,3.8,5493.21,82.96,240,0.728,500.67,72.7,0
135540,3.51,4963.03,81.32,245,0.576,422.41,72.65,0
135545,3.64,4568.33,80.15,250,0.469,392.69,72.78,0
135550,3.52,5110.12,81.82,255,0.621,437.31,72.69,0
135555,3.53,4735.46,80.69,260,0.574,412.66,72.63,0
135560,3.8,4947.63,81.31,265,0.613,422.4,72.57,0
135565,3.75,5044.39,81.63,270,0.675,425.19,72.66,0
135570,3.68,5148.06,81.99,275,0.695,436.65,72.64,0
135575,3.8,5120.53,81.9,280,0.658,435.36,72.62,0
135580,3.89,4590.94,80.3,285,0.535,391.8,72.52,0
135585,3.32,4584.93,80.36,290,0.54,389.59,72.61,0
135590,3.81,4666.24,80.56,295,0.563,394.74,72.62,0
135595,3.61,4563.64,80.3,300,0.485,395.65,72.54,0
135600,3.5,5120.48,82.03,305,0.62,442.87,72.63,0
135605,3.25,5278.99,82.6,310,0.715,466.03,72.61,0
135610,3.76,4304.78,79.64,315,0.45,379.74,72.39,0
135615,3.64,5109.87,82.03,320,0.652,443.85,72.71,0
135620,3.66,4593.24,80.46,325,0.565,386.81,72.64,0
135625,3.78,4485.01,80.17,330,0.507,385.16,72.66,0
135630,3.57,5091.28,82.04,335,0.635,432.23,72.73,0
135635,3.69,4965.36,81.64,340,0.616,431.31,72.61,0
135640,3.88,4182.32,80.11,345,0.424,360.24,72.95,0
135645,3.45,5043.57,81.96,350,0.665,443.26,72.59,0
135650,3.45,4734.12,81.02,355,0.587,410.74,72.57,0
135655,3.77,5053.24,81.98,360,0.664,429.26,72.6,0
135660,3.38,4602.64,80.47,365,0.532,393.09,72.47,0
135665,3.61,5188.63,82.48,370,0.679,440.86,72.57,0
135670,3.59,5314.48,82.91,375,0.747,460.54,72.62,0
135675,3.7,4752.62,81.12,380,0.582,408.08,72.62,0
135680,2.83,4581.08,80.55,385,0.552,394.48,72.39,0
135685,3.75,4972.34,81.83,390,0.625,431.67,72.71,0
135690,3.49,5223.53,82.7,395,0.705,459.88,72.61,0
135695,3.72,4669.76,80.93,400,0.6,396.95,72.52,0
135700,3.59,4757.58,81.23,405,0.597,406.82,72.62,0
135705,4.06,5167.42,82.49,410,0.668,439.29,72.58,0
135710,3.72,5147.77,82.49,415,0.7,454.55,72.59,0
135715,3.42,5354.72,83.24,420,0.729,479.01,72.56,0
135720,3.1,4826.7,81.58,425,0.617,414.7,72.58,0
135725,3.42,4680.86,80.84,430,0.594,401.53,72.25,0
135730,3.63,4686.14,81.11,435,0.59,405.55,72.61,0
135735,4.07,5247.11,82.86,440,0.754,442.72,72.63,0
135740,3.31,4364.74,80.38,445,0.563,370.81,72.57,0
135745,3.47,3922.64,80.81,450,0.402,347.3,73.67,0
135750,3.56,4465.42,80.56,455,0.554,384.28,72.62,0
135755,3.5,4547.68,80.79,460,0.541,388.42,72.55,0
135760,4.11,5201.32,82.8,465,0.717,446.95,72.6,0
135765,3.47,4888.03,81.89,470,0.672,419.95,72.57,0
135770,3.81,5188.52,82.84,475,0.725,438.82,72.64,0
135775,3.62,5049.76,82.42,480,0.658,432.87,72.57,0
135780,4.03,5160.89,82.75,485,0.755,446.18,72.54,0
135785,3.8,4582.29,80.96,490,0.583,401.25,72.58,0
135790,3.48,4860.16,81.88,495,0.691,413.96,72.56,0
135795,3.51,5313.81,83.4,500,0.797,470.45,72.58,0
135800,3.58,5474.97,83.96,505,0.819,498.04,72.61,0
135805,3.43,4950.15,82.23,510,0.695,429.05,72.51,0
135810,3.87,5202.13,83.02,515,0.765,449.61,72.61,0
135815,3.55,5081.08,82.68,520,0.7,434.48,72.55,0
135820,3.53,5009.93,82.47,525,0.715,440.86,72.58,0
135825,3.46,5206.44,83.15,530,0.78,444.37,72.57,0
135830,3.22,4699.9,81.39,535,0.641,403.45,72.42,0
135835,3.3,5482.88,84.17,540,0.867,503.03,72.69,0
135840,3.25,5403.03,83.92,545,0.818,481.03,72.65,0
135845,3.66,5324.92,81.95,0,0.603,493.6,72.57,1
135850,4.03,4572.48,79.64,5,0.444,411.75,72.61,0
135855,3.66,4817.73,80.41,10,0.502,443.41,72.63,0
135860,3.78,4795.57,80.34,15,0.5,420.68,72.48,0
135865,3.62,5065.75,81.19,20,0.537,453.49,72.68,0
135870,3.7,4350.03,79.31,25,0.391,391.76,72.64,0
135875,3.45,4475.72,79.54,30,0.419,403.49,72.51,0
135880,3.28,5046.0,81.23,35,0.584,453.54,72.62,0
135885,3.14,4739.05,80.33,40,0.455,425.27,72.58,0
135890,3.53,4732.84,80.26,45,0.446,419.77,72.56,0
135895,3.74,4629.32,79.99,50,0.434,415.14,72.59,0
135900,3.45,5024.33,81.22,55,0.564,454.55,72.61,0
135905,3.16,4673.25,80.21,60,0.424,417.4,72.65,0
135910,3.69,5188.1,81.74,65,0.629,463.35,72.63,0
135915,3.17,5037.51,81.35,70,0.57,449.08,72.59,0
135920,3.65,5385.05,82.41,75,0.608,502.21,72.62,0
135925,2.91,5275.13,82.18,80,0.612,481.03,72.64,0
135930,3.67,4813.88,80.65,85,0.497,432.66,72.59,0
135935,3.82,4108.24,79.11,90,0.365,362.35,72.65,0
135940,3.38,5227.26,82.01,95,0.587,483.41,72.54,0
135945,3.6,5116.95,81.65,100,0.595,462.43,72.58,0
135950,3.59,4448.98,79.73,105,0.441,391.51,72.62,0
135955,3.42,4656.74,80.3,110,0.47,410.79,72.59,0
135960,3.52,5105.22,81.68,115,0.582,459.92,72.51,0
135965,3.23,5439.44,82.83,120,0.672,504.87,72.64,0
135970,3.38,4488.98,79.88,125,0.451,396.94,72.56,0
135975,3.87,4310.46,79.55,130,0.42,388.13,72.73,0
135980,3.63,4986.78,81.36,135,0.525,437.71,72.59,0
135985,3.08,5434.33,82.91,140,0.695,522.4,72.62,0
135990,3.36,5131.21,81.89,145,0.588,457.22,72.56,0
135995,3.96,5212.52,82.09,150,0.678,468.04,72.59,0
136000,3.61,4976.27,81.4,155,0.572,441.91,72.65,0
136005,3.54,5329.69,82.57,160,0.656,490.28,72.64,0
136010,3.35,4690.65,80.59,165,0.518,414.05,72.65,0
136015,3.55,4777.72,80.85,170,0.553,438.85,72.67,0
136020,3.7,4389.69,79.84,175,0.459,389.96,72.59,0
136025,3.68,4703.32,80.64,180,0.528,421.61,72.64,0
136030,3.9,4751.82,80.78,185,0.497,416.91,72.57,0
136035,3.06,4789.61,81.02,190,0.551,432.33,72.62,0
136040,3.43,4811.41,81.06,195,0.592,436.31,72.67,0
136045,3.3,5368.31,82.89,200,0.672,503.34,72.63,0
136050,3.9,4564.31,79.98,205,0.468,409.94,72.24,0
