T_in_leche,F_flow,T_servicio,t_ciclo,Delta_P,E_consumo,T_out_leche
2.45,4850.14,82.28,510.0,0.638,439.15,72.49
3.18,5387.46,84.05,515.0,0.816,490.49,72.49
3.17,5096.03,83.05,520.0,0.744,451.07,72.48
2.67,4095.86,80.64,525.0,0.461,372.87,72.86
3.29,4645.54,81.57,530.0,0.645,411.75,72.55
2.73,4170.17,80.66,535.0,0.491,374.58,72.57
3.08,5380.17,84.14,540.0,0.853,486.45,72.58
3.52,4848.73,82.26,545.0,0.679,429.28,72.68
2.58,4740.18,80.07,5.0,0.493,425.84,72.54
2.63,5105.6,81.16,10.0,0.548,450.18,72.65
3.45,5044.89,80.9,15.0,0.564,438.58,72.58
2.87,4737.54,80.08,20.0,0.457,419.06,72.68
2.82,5337.1,81.91,25.0,0.61,477.07,72.66
3.1,5181.77,81.41,30.0,0.58,454.24,72.53
3.14,5181.71,81.42,35.0,0.592,460.9,72.53
3.06,4751.63,80.16,40.0,0.504,412.56,72.62
2.69,4514.58,79.55,45.0,0.418,393.17,72.7
2.73,4606.74,79.82,50.0,0.443,403.65,72.61
2.24,5074.34,81.27,55.0,0.567,455.72,72.66
3.05,5053.78,81.13,60.0,0.539,432.68,72.6
2.82,5345.99,82.09,65.0,0.661,480.09,72.62
2.62,4920.59,80.81,70.0,0.548,429.93,72.68
3.21,5295.76,81.91,75.0,0.614,472.01,72.64
3.56,4569.05,79.72,80.0,0.456,391.97,72.59
2.94,5464.6,82.53,85.0,0.657,501.91,72.55
3.04,5193.21,81.67,90.0,0.565,456.67,72.58
3.11,4214.86,79.24,95.0,0.398,371.67,72.73
2.83,5016.16,81.18,100.0,0.536,437.22,72.64
2.52,4751.22,80.44,105.0,0.502,418.7,72.52
2.99,4897.72,80.84,110.0,0.525,417.16,72.59
2.9,5295.2,82.1,115.0,0.639,473.83,72.6
2.79,5135.14,81.63,120.0,0.571,445.17,72.65
2.83,5020.41,81.28,125.0,0.579,434.03,72.63
2.44,5278.71,82.17,130.0,0.642,465.41,72.49
2.4,5263.18,82.14,135.0,0.608,481.13,72.62
2.92,5428.43,82.63,140.0,0.659,495.67,72.65
3.63,5095.84,81.48,145.0,0.596,447.06,72.56
3.14,5163.12,81.78,150.0,0.596,444.06,72.6
2.67,4560.05,80.03,155.0,0.448,403.57,72.66
2.75,4873.34,80.96,160.0,0.56,428.91,72.55
2.21,4884.84,81.08,165.0,0.541,431.93,72.59
3.11,4404.06,79.38,170.0,0.429,377.89,72.22
2.59,4823.95,80.63,175.0,0.535,435.1,72.3
2.77,5071.75,81.65,180.0,0.606,440.0,72.63
3.25,5177.92,81.94,185.0,0.632,457.67,72.62
2.58,5339.59,82.57,190.0,0.669,481.41,72.57
3.58,5156.06,81.86,195.0,0.597,453.15,72.63
3.59,4833.17,80.88,200.0,0.553,418.45,72.69
2.74,4876.17,81.13,205.0,0.553,418.68,72.71
2.49,4616.56,80.06,210.0,0.5,402.68,72.36
2.77,4822.83,81.0,215.0,0.565,427.29,72.59
2.86,4995.54,81.54,220.0,0.622,437.93,72.54
2.69,5190.37,82.2,225.0,0.662,455.14,72.67
3.0,5412.58,82.91,230.0,0.699,487.14,72.55
2.75,5066.71,81.83,235.0,0.614,441.64,72.6
2.61,4749.74,80.88,240.0,0.563,421.68,72.62
2.52,4984.95,81.64,245.0,0.622,443.91,72.56
2.77,4748.06,80.89,250.0,0.552,415.12,72.59
2.61,4841.21,81.21,255.0,0.56,422.62,72.66
3.23,4925.08,81.41,260.0,0.571,431.64,72.57
2.49,5097.88,82.07,265.0,0.662,448.06,72.65
2.95,4811.18,81.13,270.0,0.521,418.88,72.65
2.57,5069.3,82.01,275.0,0.638,454.28,72.59
2.71,5170.85,82.33,280.0,0.637,451.87,72.63
3.01,5022.85,81.83,285.0,0.61,450.74,72.56
2.88,4354.56,80.01,290.0,0.442,387.53,72.6
3.22,4822.76,81.21,295.0,0.564,427.43,72.62
3.61,4746.54,80.94,300.0,0.544,406.86,72.51
2.85,5043.54,81.99,305.0,0.625,442.38,72.56
2.6,5335.93,83.01,310.0,0.723,482.42,72.65
3.02,4809.52,81.26,315.0,0.609,426.05,72.67
2.82,4730.4,81.06,320.0,0.565,420.76,72.54
2.86,4087.8,79.66,325.0,0.453,371.64,72.64
3.24,4739.79,81.07,330.0,0.59,416.14,72.62
2.66,5378.75,83.24,335.0,0.709,485.43,72.51
2.83,4668.4,81.03,340.0,0.537,411.63,72.65
2.34,4368.67,80.05,345.0,0.5,390.79,72.36
3.3,5403.44,83.29,350.0,0.734,484.06,72.62
2.58,4812.61,81.47,355.0,0.6,424.16,72.61
2.75,4802.65,81.43,360.0,0.564,417.65,72.6
2.69,4723.89,81.21,365.0,0.611,420.23,72.5
3.11,4667.41,80.86,370.0,0.546,414.51,72.45
2.24,4003.45,80.49,375.0,0.415,349.68,73.34
2.75,4894.79,81.8,380.0,0.649,429.64,72.64
3.14,4732.22,81.01,385.0,0.581,411.44,72.24
3.1,5472.51,83.72,390.0,0.853,499.5,72.53
2.95,4864.72,81.73,395.0,0.599,434.25,72.67
2.76,4814.08,81.61,400.0,0.594,417.3,72.62
3.56,4462.62,80.45,405.0,0.536,388.46,72.6
2.86,5317.57,83.3,410.0,0.756,473.96,72.61
2.88,5032.55,82.35,415.0,0.656,439.97,72.65
2.28,4700.18,81.38,420.0,0.621,406.71,72.73
2.84,5489.25,83.96,425.0,0.841,505.97,72.6
2.21,5237.67,83.19,430.0,0.7,471.0,72.64
3.23,4950.63,82.11,435.0,0.703,433.15,72.57
2.8,4834.23,81.81,440.0,0.634,432.72,72.55
3.16,5147.31,82.8,445.0,0.755,442.26,72.7
2.63,5234.83,83.2,450.0,0.775,458.65,72.69
2.93,4928.1,82.14,455.0,0.667,436.94,72.5
2.58,4144.07,80.2,460.0,0.441,363.21,72.44
3.07,5431.42,83.87,465.0,0.82,499.81,72.49
2.63,5033.58,82.59,470.0,0.671,446.73,72.62
2.47,4652.21,81.39,475.0,0.584,407.5,72.62
2.67,5056.12,82.7,480.0,0.676,451.98,72.65
3.2,4426.33,81.34,485.0,0.52,386.96,73.04
3.57,4805.8,81.52,490.0,0.626,415.05,72.28
2.22,4984.53,82.58,495.0,0.679,437.18,72.66
3.01,5368.59,83.8,500.0,0.836,487.53,72.62
3.06,4425.29,80.69,505.0,0.584,383.12,72.5
2.75,5051.96,82.79,510.0,0.746,451.25,72.72
2.69,5266.51,83.55,515.0,0.766,471.46,72.65
3.63,4264.79,80.64,520.0,0.498,366.16,72.71
2.79,4959.58,82.53,525.0,0.685,434.63,72.56
2.4,5263.51,83.65,530.0,0.735,475.57,72.55
3.01,5216.99,83.41,535.0,0.792,462.71,72.72
2.99,5001.32,82.69,540.0,0.748,435.43,72.57
2.45,5204.58,83.49,545.0,0.803,465.65,72.6
2.45,5235.68,81.99,5.0,0.579,484.3,72.61
2.42,5174.87,81.81,10.0,0.565,478.86,72.62
2.6,4600.06,80.03,15.0,0.42,424.75,72.6
2.72,5425.11,82.64,20.0,0.606,515.26,72.66
3.01,4465.89,79.68,25.0,0.441,415.7,72.6
2.59,4949.06,81.14,30.0,0.517,463.78,72.62
2.84,4920.51,81.04,35.0,0.495,449.46,72.46
3.43,4898.31,80.92,40.0,0.526,446.84,72.58
2.73,5200.15,81.98,45.0,0.62,487.64,72.61
2.88,5217.19,82.03,50.0,0.608,477.67,72.64
2.34,5315.82,82.46,55.0,0.588,511.06,72.55
3.08,5177.48,81.92,60.0,0.587,470.98,72.57
2.62,4739.12,80.61,65.0,0.484,437.04,72.58
3.16,4850.23,80.91,70.0,0.467,443.22,72.56
2.7,4308.36,79.61,75.0,0.409,400.58,72.68
2.55,5148.26,81.97,80.0,0.595,473.78,72.57
2.93,4728.48,80.61,85.0,0.515,436.86,72.57
2.88,5393.86,82.78,90.0,0.691,511.25,72.6
3.26,5169.84,82.0,95.0,0.568,474.92,72.57
2.37,4693.04,80.62,100.0,0.516,433.35,72.58
2.47,5017.29,81.64,105.0,0.565,461.14,72.52
2.78,4369.82,79.81,110.0,0.46,411.6,72.59
2.72,4948.21,81.43,115.0,0.563,453.42,72.51
3.32,5202.45,82.2,120.0,0.614,473.71,72.53
3.12,4300.25,79.72,125.0,0.387,403.2,72.6
2.63,5051.47,81.83,130.0,0.593,464.73,72.63
2.35,5171.1,82.29,135.0,0.597,476.27,72.63
2.98,4714.2,80.76,140.0,0.498,420.4,72.65
2.39,4400.53,80.04,145.0,0.463,414.16,72.6
2.86,5027.89,81.81,150.0,0.591,457.68,72.53
3.22,4917.82,81.42,155.0,0.551,456.99,72.61
3.0,4835.86,81.21,160.0,0.553,448.72,72.59
2.87,4864.84,81.34,165.0,0.55,436.91,72.62
3.1,4628.29,80.59,170.0,0.496,429.05,72.54
2.88,5070.03,82.03,175.0,0.586,459.87,72.62
2.46,5348.39,83.05,180.0,0.637,509.0,72.63
2.56,4344.81,80.05,185.0,0.473,403.69,72.57
2.41,4849.09,81.44,190.0,0.556,451.31,72.59
2.8,4303.4,79.98,195.0,0.417,392.55,72.63
3.1,4527.48,80.39,200.0,0.484,420.37,72.61
2.83,4970.24,81.83,205.0,0.566,462.91,72.68
3.17,5008.74,81.93,210.0,0.588,456.6,72.61
3.42,4942.96,81.7,215.0,0.593,440.87,72.66
3.25,5343.55,83.08,220.0,0.704,505.94,72.67
2.88,5017.22,82.05,225.0,0.62,461.89,72.59
2.12,5093.68,82.43,230.0,0.643,473.78,72.63
2.86,4413.39,80.3,235.0,0.48,407.06,72.65
3.65,5491.05,83.62,240.0,0.777,516.65,72.63
2.92,5204.82,82.76,245.0,0.644,482.54,72.59
2.97,4786.2,81.38,250.0,0.574,438.33,72.6
2.94,5187.64,82.74,255.0,0.668,472.46,72.58
2.91,5382.52,83.43,260.0,0.716,508.66,72.59
2.66,4458.08,80.51,265.0,0.523,414.95,72.65
2.77,5361.32,83.42,270.0,0.754,505.58,72.63
2.9,5308.11,83.24,275.0,0.732,498.62,72.59
2.4,4707.9,81.32,280.0,0.539,432.65,72.53
3.09,5018.16,82.26,285.0,0.634,457.24,72.56
2.62,5182.24,82.9,290.0,0.688,482.47,72.53
2.9,5467.89,83.89,295.0,0.777,521.09,72.58
2.46,5087.34,82.64,300.0,0.616,466.84,72.61
2.88,4892.19,81.95,305.0,0.599,438.52,72.56
2.63,5208.86,83.08,310.0,0.678,481.76,72.56
3.06,4713.42,81.38,315.0,0.554,433.28,72.58
2.83,4998.6,82.37,320.0,0.631,461.55,72.63
3.48,5297.09,83.32,325.0,0.709,492.22,72.57
3.07,4713.41,81.44,330.0,0.578,420.6,72.57
3.05,4769.56,81.64,335.0,0.561,437.02,72.61
2.89,4920.02,82.18,340.0,0.599,455.65,72.56
2.95,5375.66,83.76,345.0,0.756,510.48,72.61
2.99,4813.05,81.84,350.0,0.608,444.85,72.64
2.62,4933.14,82.31,355.0,0.625,458.94,72.57
3.05,4934.23,82.27,360.0,0.615,455.91,72.65
2.59,5174.57,83.18,365.0,0.693,473.45,72.57
2.93,4902.74,82.22,370.0,0.635,456.45,72.64
2.62,4572.62,81.2,375.0,0.57,431.53,72.56
2.71,5147.2,83.13,380.0,0.668,469.77,72.63
3.4,4785.55,81.82,385.0,0.632,439.87,72.59
2.8,4716.25,81.7,390.0,0.615,424.95,72.62
2.79,4437.89,80.9,395.0,0.521,405.0,72.55
3.11,4708.44,81.67,400.0,0.566,431.3,72.62
3.04,4334.96,80.53,405.0,0.465,394.64,72.51
2.92,5348.61,83.94,410.0,0.722,495.37,72.62
2.73,5134.69,83.22,415.0,0.711,465.96,72.54
3.12,4788.1,82.0,420.0,0.63,443.79,72.59
2.48,4608.89,81.51,425.0,0.559,422.24,72.65
2.82,4530.22,81.23,430.0,0.552,412.96,72.65
2.67,4694.2,81.81,435.0,0.6,432.15,72.66
2.87,5220.05,83.61,440.0,0.738,490.27,72.61
3.16,5109.44,83.19,445.0,0.683,459.26,72.57
3.1,5150.7,83.36,450.0,0.734,472.06,72.58
2.82,4879.08,82.48,455.0,0.641,451.46,72.54
3.0,4296.32,80.56,460.0,0.525,397.02,72.31
2.56,5362.79,84.28,465.0,0.793,509.7,72.62
2.92,4749.91,82.09,470.0,0.607,434.56,72.61
3.02,4879.94,82.53,475.0,0.68,448.82,72.59
2.6,5334.11,84.23,480.0,0.777,509.33,72.56
2.59,4415.14,81.19,485.0,0.512,406.2,72.67
3.16,4499.69,81.31,490.0,0.582,420.27,72.59
2.63,5077.19,83.36,495.0,0.736,470.54,72.62
2.98,5130.13,83.51,500.0,0.759,462.96,72.6
2.39,5362.92,84.48,505.0,0.809,511.45,72.61
2.46,5023.74,83.25,510.0,0.7,464.96,72.63
3.06,5131.48,83.56,515.0,0.76,473.62,72.61
2.63,5004.14,83.19,520.0,0.699,448.98,72.63
2.58,4574.45,81.75,525.0,0.601,425.12,72.57
2.51,4696.75,82.18,530.0,0.608,436.14,72.61
2.94,5013.63,83.24,535.0,0.714,457.52,72.56
2.32,5443.92,84.94,540.0,0.813,524.85,72.58
2.19,4786.68,82.59,545.0,0.675,434.87,72.59
2.75,4644.81,79.96,5.0,0.436,418.43,72.61
2.2,5096.7,81.41,10.0,0.557,467.61,72.63
2.46,4830.9,80.58,15.0,0.488,440.61,72.6
2.56,4609.11,79.93,20.0,0.44,419.49,72.65
2.52,4879.47,80.75,25.0,0.512,441.08,72.52
2.55,4852.62,80.69,30.0,0.492,437.04,72.58
2.8,5021.2,81.19,35.0,0.54,448.59,72.56
2.93,4254.86,79.31,40.0,0.383,395.67,72.61
2.97,4501.49,79.66,45.0,0.472,402.28,72.6
2.67,4236.77,79.29,50.0,0.393,391.0,72.6
2.03,5430.41,82.7,55.0,0.657,509.69,72.53
2.98,4681.76,80.24,60.0,0.466,415.42,72.67
3.34,4629.61,80.06,65.0,0.487,412.48,72.57
2.52,5236.36,82.05,70.0,0.595,483.82,72.66
3.15,3801.71,78.63,75.0,0.34,336.27,72.67
2.98,4589.1,80.04,80.0,0.464,406.8,72.62
2.52,4696.82,80.11,85.0,0.504,426.91,72.34
2.69,5008.72,81.38,90.0,0.547,456.55,72.6
2.92,4660.44,80.3,95.0,0.478,425.59,72.59
2.91,4687.23,80.4,100.0,0.481,421.63,72.65
2.71,5399.08,82.7,105.0,0.691,501.23,72.59
3.0,4657.29,80.33,110.0,0.507,411.06,72.54
2.76,4298.44,79.59,115.0,0.412,398.03,72.7
2.89,4802.7,80.82,120.0,0.523,430.9,72.59
2.89,4499.32,79.93,125.0,0.472,409.71,72.54
3.46,4740.62,80.6,130.0,0.505,421.92,72.59
2.73,5114.19,81.87,135.0,0.593,463.45,72.48
3.3,5109.62,81.8,140.0,0.569,452.84,72.61
3.25,4648.28,80.4,145.0,0.505,414.3,72.64
2.27,4969.12,81.53,150.0,0.594,446.55,72.58
2.53,5376.47,82.85,155.0,0.671,500.01,72.74
2.64,5332.92,82.71,160.0,0.645,490.5,72.51
2.61,4651.67,80.55,165.0,0.516,426.81,72.63
3.09,4977.36,81.52,170.0,0.548,437.94,72.58
2.6,4796.12,81.03,175.0,0.581,442.92,72.6
2.1,4423.99,80.08,180.0,0.489,404.71,72.6
2.73,5017.37,81.75,185.0,0.589,457.09,72.62
3.09,4882.51,81.3,190.0,0.53,442.58,72.56
2.86,4872.12,81.31,195.0,0.543,440.22,72.61
2.5,4371.64,80.02,200.0,0.46,405.71,72.6
2.97,4623.23,80.57,205.0,0.552,420.66,72.54
2.35,4943.82,81.66,210.0,0.618,449.14,72.58
2.88,5446.33,83.28,215.0,0.734,516.41,72.58
2.48,4876.9,81.46,220.0,0.577,442.53,72.65
3.38,4561.0,80.4,225.0,0.537,416.66,72.56
2.69,4825.82,81.31,230.0,0.57,433.31,72.62
2.9,5043.93,82.0,235.0,0.623,452.55,72.69
2.91,4676.26,80.85,240.0,0.533,419.47,72.63
2.41,5239.35,82.76,245.0,0.656,480.46,72.52
3.03,4753.44,81.11,250.0,0.546,427.85,72.61
2.86,5308.08,82.96,255.0,0.702,486.95,72.52
2.32,5077.36,82.28,260.0,0.627,463.3,72.68
2.86,5023.22,82.05,265.0,0.633,455.16,72.59
2.79,4587.57,80.69,270.0,0.505,417.23,72.59
3.59,5304.86,82.92,275.0,0.677,473.7,72.57
2.44,5318.77,83.16,280.0,0.659,500.23,72.57
3.13,4703.26,81.06,285.0,0.57,425.94,72.59
3.16,4610.77,80.79,290.0,0.509,419.37,72.65
3.15,5210.05,82.74,295.0,0.698,464.9,72.63
3.18,5170.47,82.62,300.0,0.686,480.22,72.58
2.53,5238.84,82.96,305.0,0.698,484.57,72.59
3.09,4431.22,80.4,310.0,0.52,392.3,72.66
3.02,4875.85,81.72,315.0,0.602,439.1,72.66
2.72,4522.43,80.67,320.0,0.554,407.36,72.59
2.35,3909.47,79.52,325.0,0.406,353.71,72.45
3.13,5321.69,83.26,330.0,0.711,490.38,72.61
2.68,4923.47,82.0,335.0,0.637,449.03,72.55
2.44,5341.13,83.47,340.0,0.723,496.51,72.65
2.78,4812.78,81.67,345.0,0.561,431.74,72.55
2.69,4871.22,81.88,350.0,0.59,441.96,72.68
3.0,5346.36,83.47,355.0,0.741,484.28,72.54
3.05,5044.61,82.45,360.0,0.67,450.73,72.59
2.93,5266.68,83.24,365.0,0.714,479.1,72.58
3.3,4610.96,81.05,370.0,0.554,410.13,72.68
2.56,5257.18,83.3,375.0,0.739,479.18,72.49
1.99,4331.64,80.58,380.0,0.505,398.48,72.69
2.94,4947.37,82.23,385.0,0.685,436.45,72.64
2.49,5017.57,82.55,390.0,0.671,454.09,72.54
2.78,5298.07,83.49,395.0,0.761,486.04,72.58
3.02,5118.48,82.85,400.0,0.713,458.63,72.63
2.86,5468.44,84.12,405.0,0.807,520.89,72.55
2.21,4590.0,81.25,410.0,0.562,418.65,72.61
2.79,5022.31,82.61,415.0,0.694,448.43,72.67
2.39,5090.12,82.92,420.0,0.686,462.64,72.62
2.8,4549.62,80.8,425.0,0.588,400.22,72.25
2.35,4600.46,81.34,430.0,0.58,420.71,72.65
2.51,5074.58,82.91,435.0,0.707,455.81,72.64
2.72,5239.29,83.47,440.0,0.734,471.88,72.47
2.78,4390.08,80.81,445.0,0.509,401.92,72.59
2.62,5000.07,82.69,450.0,0.698,450.2,72.6
3.0,5136.69,83.12,455.0,0.734,453.59,72.59
2.78,4858.5,82.23,460.0,0.66,429.34,72.63
2.74,5143.09,83.22,465.0,0.738,465.12,72.72
2.7,4293.0,80.72,470.0,0.521,388.68,72.65
2.72,4982.47,82.71,475.0,0.714,449.77,72.64
3.08,4689.94,81.71,480.0,0.63,427.59,72.57
2.57,4417.15,81.02,485.0,0.52,404.82,72.64
3.3,4964.04,82.63,490.0,0.671,441.9,72.59
2.8,4977.19,82.76,495.0,0.659,450.13,72.64
2.97,5487.51,84.56,500.0,0.871,522.18,72.64
2.48,4568.15,81.32,505.0,0.632,412.19,72.41
2.87,4094.54,80.45,510.0,0.471,368.25,72.53
3.32,4348.06,81.27,515.0,0.491,389.54,72.94
3.02,4731.9,82.0,520.0,0.64,426.38,72.67
2.9,5040.23,83.09,525.0,0.729,448.83,72.62
3.01,4760.09,82.14,530.0,0.666,430.37,72.61
2.69,4406.14,81.09,535.0,0.582,402.16,72.5
2.84,4644.54,81.82,540.0,0.598,429.36,72.59
2.72,4913.01,82.75,545.0,0.678,442.49,72.67
3.04,4652.44,79.85,5.0,0.454,420.23,72.54
2.78,4483.21,79.44,10.0,0.385,402.34,72.47
2.87,4972.25,80.84,15.0,0.511,446.19,72.65
3.06,5492.82,82.47,20.0,0.596,516.92,72.63
2.76,5254.99,81.77,25.0,0.62,472.84,72.74
3.14,4838.67,80.46,30.0,0.5,423.31,72.63
2.71,4525.45,79.5,35.0,0.412,405.11,72.63
2.69,5003.21,81.04,40.0,0.549,433.53,72.64
2.98,4872.88,80.63,45.0,0.504,427.7,72.57
2.82,5439.64,82.45,50.0,0.601,509.5,72.64
3.25,5112.47,81.36,55.0,0.573,457.01,72.53
2.31,4680.86,80.19,60.0,0.477,418.64,72.67
2.91,4921.26,80.85,65.0,0.533,434.33,72.69
2.63,4525.78,79.54,70.0,0.438,403.97,72.51
2.31,4985.46,81.16,75.0,0.556,444.58,72.55
3.39,4643.94,80.03,80.0,0.498,406.09,72.61
2.16,5106.67,81.6,85.0,0.593,464.27,72.66
2.86,4988.04,81.16,90.0,0.529,439.87,72.56
2.53,5226.96,81.97,95.0,0.583,477.72,72.49
2.62,5035.43,81.37,100.0,0.529,440.5,72.54
2.8,4870.38,80.86,105.0,0.547,427.7,72.61
3.02,5219.15,81.94,110.0,0.6,466.9,72.61
2.32,4928.53,81.13,115.0,0.566,430.13,72.54
2.28,5451.72,82.84,120.0,0.683,502.07,72.54
3.03,4740.42,80.96,125.0,0.481,418.53,73.05
3.04,4673.14,80.33,130.0,0.47,407.21,72.56
2.69,4494.36,79.87,135.0,0.467,393.34,72.59
2.85,5228.14,82.1,140.0,0.648,467.05,72.62
2.58,5334.23,82.5,145.0,0.626,485.21,72.63
2.34,4204.57,79.48,150.0,0.393,373.31,72.6
3.13,4632.39,80.28,155.0,0.499,412.08,72.62
2.94,5088.85,81.71,160.0,0.642,445.26,72.55
2.99,4949.28,81.29,165.0,0.578,424.01,72.72
3.04,4969.63,81.36,170.0,0.599,442.79,72.54
2.63,5317.01,82.55,175.0,0.673,486.18,72.69
2.89,4835.84,81.0,180.0,0.548,428.62,72.6
2.77,4698.97,80.62,185.0,0.495,424.05,72.53
2.9,5022.03,81.62,190.0,0.572,446.03,72.63
2.76,4355.63,79.82,195.0,0.462,394.02,72.68
3.03,4870.64,81.16,200.0,0.549,434.33,72.52
2.7,4326.09,79.81,205.0,0.407,385.08,72.55
2.9,5322.72,82.67,210.0,0.686,482.77,72.58
2.8,4734.97,80.82,215.0,0.513,418.71,72.61
3.02,4913.35,81.37,220.0,0.549,434.76,72.57
3.18,5180.11,82.22,225.0,0.645,452.05,72.52
3.2,4274.23,79.75,230.0,0.47,379.66,72.66
3.25,5334.52,82.76,235.0,0.715,485.4,72.57
2.68,4925.87,81.52,240.0,0.588,443.45,72.63
2.99,5383.4,83.0,245.0,0.743,503.34,72.55
3.11,5387.13,83.01,250.0,0.71,486.18,72.58
2.42,5048.23,82.0,255.0,0.635,452.05,72.63
3.08,5133.4,82.21,260.0,0.623,463.15,72.7
2.68,5241.48,82.64,265.0,0.665,480.61,72.59
3.19,5119.56,82.18,270.0,0.629,448.26,72.59
2.85,5260.85,82.71,275.0,0.697,471.18,72.61
2.56,4323.3,80.06,280.0,0.483,380.8,72.66
2.66,5266.82,82.8,285.0,0.698,477.31,72.7
2.63,5205.29,82.62,290.0,0.657,474.29,72.59
2.4,5309.73,83.02,295.0,0.689,482.82,72.63
2.9,5224.39,82.68,300.0,0.677,466.52,72.65
3.06,4540.08,80.51,305.0,0.507,394.69,72.62
2.96,5155.25,82.48,310.0,0.696,457.07,72.55
2.93,4667.64,80.94,315.0,0.545,409.55,72.56
2.41,5493.4,83.75,320.0,0.769,514.48,72.56
2.71,5281.06,82.99,325.0,0.718,479.33,72.56
2.87,4807.34,81.43,330.0,0.61,427.83,72.57
3.14,5038.46,82.16,335.0,0.662,443.48,72.59
3.38,4924.02,81.77,340.0,0.605,430.73,72.56
2.55,5061.55,82.35,345.0,0.694,456.94,72.63
3.29,5239.68,82.86,350.0,0.715,466.0,72.53
2.81,4880.65,81.76,355.0,0.638,438.75,72.6
2.57,4423.0,80.48,360.0,0.5,395.92,72.56
2.64,4870.87,81.79,365.0,0.634,428.97,72.54
3.14,4522.52,80.71,370.0,0.537,398.47,72.61
2.95,4208.79,80.54,375.0,0.481,386.66,72.95
2.77,4739.48,81.41,380.0,0.585,419.01,72.56
3.22,5108.02,82.57,385.0,0.712,449.29,72.64
2.48,5302.05,83.35,390.0,0.772,486.01,72.56
2.38,4463.98,81.15,395.0,0.539,401.99,73.11
3.13,4931.19,82.05,400.0,0.645,438.72,72.66
2.82,5080.17,82.61,405.0,0.719,444.99,72.62
3.11,4935.42,82.1,410.0,0.634,434.86,72.59
2.86,5254.59,83.23,415.0,0.752,476.03,72.56
2.72,4858.31,81.94,420.0,0.634,429.71,72.69
2.63,4805.23,81.8,425.0,0.625,432.24,72.64
2.73,5042.56,82.59,430.0,0.704,444.92,72.63
2.77,4696.44,81.47,435.0,0.581,417.83,72.58
2.42,4164.45,80.29,440.0,0.457,374.49,72.63
2.71,5484.47,84.19,445.0,0.845,507.97,72.58
2.52,4967.88,82.44,450.0,0.652,444.02,72.45
2.32,4716.52,81.66,455.0,0.62,421.02,72.63
3.01,4397.57,80.72,460.0,0.532,385.59,72.56
2.68,5190.37,83.24,465.0,0.736,468.36,72.75
2.14,4919.49,82.41,470.0,0.669,429.07,72.64
2.48,5166.81,83.23,475.0,0.78,468.46,72.51
2.21,4678.24,81.64,480.0,0.616,427.63,72.55
2.72,4892.7,82.3,485.0,0.671,430.74,72.54
2.55,5301.6,83.74,490.0,0.758,482.71,72.63
2.64,4410.26,80.6,495.0,0.531,389.49,72.26
3.2,5013.82,82.69,500.0,0.704,440.78,72.58
2.38,4356.98,80.68,505.0,0.515,390.52,72.43
1.92,4935.2,82.64,510.0,0.656,449.28,72.62
3.06,5029.94,82.82,515.0,0.731,444.07,72.55
3.13,5335.21,83.89,520.0,0.819,476.61,72.53
2.4,4994.99,82.83,525.0,0.723,439.99,72.51
2.89,4945.14,82.61,530.0,0.719,433.45,72.64
2.98,5141.09,83.29,535.0,0.74,457.66,72.54
3.15,4840.56,82.26,540.0,0.655,425.31,72.64
3.08,4858.68,82.35,545.0,0.714,434.38,72.59
2.8,5075.96,81.52,5.0,0.539,475.63,72.61
2.54,4392.66,79.63,10.0,0.459,407.64,72.65
2.63,4435.0,79.71,15.0,0.402,403.6,72.59
2.86,5008.0,81.35,20.0,0.555,455.95,72.64
2.97,4116.53,79.19,25.0,0.339,385.21,72.59
2.45,5210.75,82.1,30.0,0.58,482.72,72.55
3.05,4713.58,80.47,35.0,0.48,442.04,72.65
2.88,4953.3,81.25,40.0,0.507,456.76,72.56
2.92,4857.31,80.96,45.0,0.465,451.55,72.61
2.61,4588.51,80.19,50.0,0.464,431.23,72.67
2.57,4640.63,80.37,55.0,0.456,427.37,72.56
2.58,5390.65,82.81,60.0,0.638,518.53,72.64
2.85,3960.0,79.07,65.0,0.345,361.88,72.55
2.81,4796.35,80.88,70.0,0.504,441.93,72.64
2.75,4322.57,79.71,75.0,0.435,393.38,72.57
2.82,5122.27,81.96,80.0,0.563,473.28,72.58
3.12,4696.21,80.59,85.0,0.48,441.09,72.6
2.18,5015.0,81.73,90.0,0.538,466.76,72.63
2.41,4168.81,79.56,95.0,0.418,396.39,72.62
2.46,5314.99,82.73,100.0,0.643,507.88,72.64
2.71,5370.19,82.91,105.0,0.656,521.0,72.57
2.71,4735.77,80.85,110.0,0.489,441.0,72.57
2.78,4913.3,81.42,115.0,0.548,454.29,72.57
2.82,5487.5,83.36,120.0,0.693,538.87,72.54
2.78,4918.54,81.47,125.0,0.573,467.62,72.55
2.79,4435.41,80.08,130.0,0.423,410.9,72.64
2.63,4579.69,80.46,135.0,0.507,416.0,72.53
2.52,4699.52,80.86,140.0,0.516,431.59,72.63
2.17,4523.87,80.38,145.0,0.463,418.31,72.63
3.0,4835.39,81.27,150.0,0.535,450.24,72.54
2.55,4298.42,79.96,155.0,0.439,400.72,72.61
2.55,4754.07,81.11,160.0,0.507,440.11,72.62
2.91,5012.14,81.92,165.0,0.576,464.14,72.64
2.81,4633.38,80.74,170.0,0.493,427.69,72.53
3.06,5233.64,82.67,175.0,0.637,483.34,72.65
3.32,4737.34,81.04,180.0,0.528,432.77,72.56
2.98,4551.91,80.52,185.0,0.525,422.51,72.65
